Weekday,Date,Temp,Weather
Wednesday,2022-07-20 6:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 7:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 8:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 9:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 10:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 11:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 12:00,11,Rain and Thunderstorms
Wednesday,2022-07-20 13:00,13,Rain and Thunderstorms
Wednesday,2022-07-20 14:00,13,Rain and Thunderstorms
Wednesday,2022-07-20 15:00,13,Rain and Thunderstorms
Wednesday,2022-07-20 16:00,13,Rain and Thunderstorms
Wednesday,2022-07-20 17:00,13,Rain and Thunderstorms
Wednesday,2022-07-20 18:00,12,Rain and Thunderstorms
Wednesday,2022-07-20 19:00,12,Rain and Thunderstorms
Wednesday,2022-07-20 20:00,10,Rain and Thunderstorms
Wednesday,2022-07-20 21:00,10,Rain and Thunderstorms
Wednesday,2022-07-20 22:00,8,Clear
Wednesday,2022-07-20 23:00,8,Clear
Thursday,2022-07-21 0:00,10,Clear
Thursday,2022-07-21 1:00,10,Clear
Thursday,2022-07-21 2:00,10,Clear
Thursday,2022-07-21 3:00,10,Clear
Thursday,2022-07-21 4:00,10,Clear
Thursday,2022-07-21 5:00,10,Clear
Thursday,2022-07-21 6:00,13,Clear
Thursday,2022-07-21 7:00,13,Clear
Thursday,2022-07-21 8:00,13,Cloudy
Thursday,2022-07-21 9:00,15,Cloudy
Thursday,2022-07-21 10:00,16,Cloudy
Thursday,2022-07-21 11:00,17,Cloudy
Thursday,2022-07-21 12:00,18,Cloudy
Thursday,2022-07-21 13:00,22,Cloudy
Thursday,2022-07-21 14:00,22,Cloudy
Thursday,2022-07-21 15:00,22,Cloudy
Thursday,2022-07-21 16:00,22,Cloudy
Thursday,2022-07-21 17:00,21,Cloudy
Thursday,2022-07-21 18:00,20,Cloudy
Thursday,2022-07-21 19:00,15,Clear
Thursday,2022-07-21 20:00,15,Clear
Thursday,2022-07-21 21:00,15,Clear
Thursday,2022-07-21 22:00,15,Clear
Thursday,2022-07-21 23:00,15,Clear
Friday,2022-07-22 0:00,14,Low clouds
Friday,2022-07-22 1:00,9,Low clouds
Friday,2022-07-22 2:00,10,Low clouds
Friday,2022-07-22 3:00,9,Low clouds
Friday,2022-07-22 4:00,9,Low clouds
Friday,2022-07-22 5:00,12,Low clouds
Friday,2022-07-22 6:00,17,Sunny
Friday,2022-07-22 7:00,19,Sunny
Friday,2022-07-22 8:00,19,Sunny
Friday,2022-07-22 9:00,19,Sunny
Friday,2022-07-22 10:00,20,Sunny
Friday,2022-07-22 11:00,20,Sunny
Friday,2022-07-22 12:00,20,Sunny
Friday,2022-07-22 13:00,22,Sunny
Friday,2022-07-22 14:00,21,Sunny
Friday,2022-07-22 15:00,20,Sunny
Friday,2022-07-22 16:00,20,Sunny
Friday,2022-07-22 17:00,20,Sunny
Friday,2022-07-22 18:00,20,Sunny
Friday,2022-07-22 19:00,19,Sunny
Friday,2022-07-22 20:00,12,Low clouds
Friday,2022-07-22 21:00,9,Low clouds
Friday,2022-07-22 22:00,9,Low clouds
Friday,2022-07-22 23:00,9,Low clouds
Saturday,2022-07-23 0:00,9,Low clouds
Saturday,2022-07-23 1:00,9,Low clouds
Saturday,2022-07-23 2:00,9,Low clouds
Saturday,2022-07-23 3:00,9,Low clouds
Saturday,2022-07-23 4:00,9,Low clouds
Saturday,2022-07-23 5:00,10,Windy
Saturday,2022-07-23 6:00,11,Windy
Saturday,2022-07-23 7:00,12,Windy
Saturday,2022-07-23 8:00,13,Windy
Saturday,2022-07-23 9:00,14,Windy
Saturday,2022-07-23 10:00,15,Windy
Saturday,2022-07-23 11:00,15,Windy
Saturday,2022-07-23 12:00,15,Windy
Saturday,2022-07-23 13:00,16,Partly Sunny
Saturday,2022-07-23 14:00,16,Partly Sunny
Saturday,2022-07-23 15:00,16,Partly Sunny
Saturday,2022-07-23 16:00,16,Partly Sunny
Saturday,2022-07-23 17:00,16,Partly Sunny
Saturday,2022-07-23 18:00,14,Cloudy
Saturday,2022-07-23 19:00,14,Cloudy
Saturday,2022-07-23 20:00,14,Cloudy
Saturday,2022-07-23 21:00,14,Cloudy
Saturday,2022-07-23 22:00,14,Cloudy
Saturday,2022-07-23 23:00,15,Cloudy
Sunday,2022-07-24 0:00,14,Low clouds
Sunday,2022-07-24 1:00,9,Low clouds
Sunday,2022-07-24 2:00,10,Low clouds
Sunday,2022-07-24 3:00,9,Low clouds
Sunday,2022-07-24 4:00,9,Low clouds
Sunday,2022-07-24 5:00,12,Low clouds
Sunday,2022-07-24 6:00,17,Sunny
Sunday,2022-07-24 7:00,19,Sunny
Sunday,2022-07-24 8:00,19,Sunny
Sunday,2022-07-24 9:00,19,Sunny
Sunday,2022-07-24 10:00,20,Sunny
Sunday,2022-07-24 11:00,20,Sunny
Sunday,2022-07-24 12:00,20,Sunny
Sunday,2022-07-24 13:00,22,Sunny
Sunday,2022-07-24 14:00,21,Sunny
Sunday,2022-07-24 15:00,20,Sunny
Sunday,2022-07-24 16:00,20,Sunny
Sunday,2022-07-24 17:00,20,Sunny
Sunday,2022-07-24 18:00,20,Sunny
Sunday,2022-07-24 19:00,19,Sunny
Sunday,2022-07-24 20:00,12,Low clouds
Sunday,2022-07-24 21:00,9,Low clouds
Sunday,2022-07-24 22:00,9,Low clouds
Sunday,2022-07-24 23:00,9,Low clouds
Monday,2022-07-25 0:00,10,Clear
Monday,2022-07-25 1:00,10,Clear
Monday,2022-07-25 2:00,10,Clear
Monday,2022-07-25 3:00,10,Clear
Monday,2022-07-25 4:00,10,Clear
Monday,2022-07-25 5:00,10,Clear
Monday,2022-07-25 6:00,11,Sunny
Monday,2022-07-25 7:00,11,Sunny
Monday,2022-07-25 8:00,11,Sunny
Monday,2022-07-25 9:00,12,Sunny
Monday,2022-07-25 10:00,12,Sunny
Monday,2022-07-25 11:00,12,Sunny
Monday,2022-07-25 12:00,14,Sunny
Monday,2022-07-25 13:00,15,Sunny
Monday,2022-07-25 14:00,13,Sunny
Monday,2022-07-25 15:00,11,Sunny
Monday,2022-07-25 16:00,11,Sunny
Monday,2022-07-25 17:00,11,Sunny
Monday,2022-07-25 18:00,10,Low clouds
Monday,2022-07-25 19:00,10,Low clouds
Monday,2022-07-25 20:00,9,Low clouds
Monday,2022-07-25 21:00,8,Low clouds
Monday,2022-07-25 22:00,8,Low clouds
Monday,2022-07-25 23:00,7,Low clouds
Tuesday,2022-07-26 0:00,7,Low clouds
Tuesday,2022-07-26 1:00,7,Low clouds
Tuesday,2022-07-26 2:00,7,Low clouds
Tuesday,2022-07-26 3:00,6,Low clouds
Tuesday,2022-07-26 4:00,6,Low clouds
Tuesday,2022-07-26 5:00,6,Low clouds
Tuesday,2022-07-26 6:00,6,Low clouds
Tuesday,2022-07-26 7:00,5,Low clouds
Tuesday,2022-07-26 8:00,5,Low clouds
Tuesday,2022-07-26 9:00,5,Low clouds
Tuesday,2022-07-26 10:00,5,Low clouds
Tuesday,2022-07-26 11:00,5,Low clouds
Tuesday,2022-07-26 12:00,5,Low clouds
Tuesday,2022-07-26 13:00,7,Windy
Tuesday,2022-07-26 14:00,7,Windy
Tuesday,2022-07-26 15:00,7,Windy
Tuesday,2022-07-26 16:00,8,Windy
Tuesday,2022-07-26 17:00,8,Windy
Tuesday,2022-07-26 18:00,8,Clear
Tuesday,2022-07-26 19:00,8,Clear
Tuesday,2022-07-26 20:00,8,Clear
Tuesday,2022-07-26 21:00,10,Low clouds
Tuesday,2022-07-26 22:00,10,Low clouds
Tuesday,2022-07-26 23:00,10,Low clouds
Wednesday,2022-07-27 0:00,10,Low clouds
Wednesday,2022-07-27 1:00,10,Low clouds
Wednesday,2022-07-27 2:00,10,Low clouds
Wednesday,2022-07-27 3:00,11,Low clouds
Wednesday,2022-07-27 4:00,12,Low clouds
Wednesday,2022-07-27 5:00,13,Low clouds
Wednesday,2022-07-27 6:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 7:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 8:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 9:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 10:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 11:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 12:00,11,Rain and Thunderstorms
Wednesday,2022-07-27 13:00,13,Rain and Thunderstorms
Wednesday,2022-07-27 14:00,13,Rain and Thunderstorms
Wednesday,2022-07-27 15:00,13,Rain and Thunderstorms
Wednesday,2022-07-27 16:00,13,Rain and Thunderstorms
Wednesday,2022-07-27 17:00,13,Rain and Thunderstorms
Wednesday,2022-07-27 18:00,12,Rain and Thunderstorms
Wednesday,2022-07-27 19:00,12,Rain and Thunderstorms
Wednesday,2022-07-27 20:00,10,Rain and Thunderstorms
Wednesday,2022-07-27 21:00,10,Rain and Thunderstorms
Wednesday,2022-07-27 22:00,8,Clear
Wednesday,2022-07-27 23:00,8,Clear
Thursday,2022-07-28 0:00,10,Clear
Thursday,2022-07-28 1:00,10,Clear
Thursday,2022-07-28 2:00,10,Clear
Thursday,2022-07-28 3:00,10,Clear
Thursday,2022-07-28 4:00,10,Clear
Thursday,2022-07-28 5:00,10,Clear
Thursday,2022-07-28 6:00,13,Clear
Thursday,2022-07-28 7:00,13,Clear
Thursday,2022-07-28 8:00,13,Cloudy
Thursday,2022-07-28 9:00,15,Cloudy
Thursday,2022-07-28 10:00,16,Cloudy
Thursday,2022-07-28 11:00,17,Cloudy
Thursday,2022-07-28 12:00,18,Cloudy
Thursday,2022-07-28 13:00,22,Cloudy
Thursday,2022-07-28 14:00,22,Cloudy
Thursday,2022-07-28 15:00,22,Cloudy
Thursday,2022-07-28 16:00,22,Cloudy
Thursday,2022-07-28 17:00,21,Cloudy
Thursday,2022-07-28 18:00,20,Cloudy
Thursday,2022-07-28 19:00,15,Clear
Thursday,2022-07-28 20:00,15,Clear
Thursday,2022-07-28 21:00,15,Clear
Thursday,2022-07-28 22:00,15,Clear
Thursday,2022-07-28 23:00,15,Clear
Friday,2022-07-29 0:00,14,Low clouds
Friday,2022-07-29 1:00,9,Low clouds
Friday,2022-07-29 2:00,10,Low clouds
Friday,2022-07-29 3:00,9,Low clouds
Friday,2022-07-29 4:00,9,Low clouds
Friday,2022-07-29 5:00,12,Low clouds
Friday,2022-07-29 6:00,17,Sunny
Friday,2022-07-29 7:00,19,Sunny
Friday,2022-07-29 8:00,19,Sunny
Friday,2022-07-29 9:00,19,Sunny
Friday,2022-07-29 10:00,20,Sunny
Friday,2022-07-29 11:00,20,Sunny
Friday,2022-07-29 12:00,20,Sunny
Friday,2022-07-29 13:00,22,Sunny
Friday,2022-07-29 14:00,21,Sunny
Friday,2022-07-29 15:00,20,Sunny
Friday,2022-07-29 16:00,20,Sunny
Friday,2022-07-29 17:00,20,Sunny
Friday,2022-07-29 18:00,20,Sunny
Friday,2022-07-29 19:00,19,Sunny
Friday,2022-07-29 20:00,12,Low clouds
Friday,2022-07-29 21:00,9,Low clouds
Friday,2022-07-29 22:00,9,Low clouds
Friday,2022-07-29 23:00,9,Low clouds
Saturday,2022-07-30 0:00,9,Low clouds
Saturday,2022-07-30 1:00,9,Low clouds
Saturday,2022-07-30 2:00,9,Low clouds
Saturday,2022-07-30 3:00,9,Low clouds
Saturday,2022-07-30 4:00,9,Low clouds
Saturday,2022-07-30 5:00,10,Windy
Saturday,2022-07-30 6:00,11,Windy
Saturday,2022-07-30 7:00,12,Windy
Saturday,2022-07-30 8:00,13,Windy
Saturday,2022-07-30 9:00,14,Windy
Saturday,2022-07-30 10:00,15,Windy
Saturday,2022-07-30 11:00,15,Windy
Saturday,2022-07-30 12:00,15,Windy
Saturday,2022-07-30 13:00,16,Partly Sunny
Saturday,2022-07-30 14:00,16,Partly Sunny
Saturday,2022-07-30 15:00,16,Partly Sunny
Saturday,2022-07-30 16:00,16,Partly Sunny
Saturday,2022-07-30 17:00,16,Partly Sunny
Saturday,2022-07-30 18:00,14,Cloudy
Saturday,2022-07-30 19:00,14,Cloudy
Saturday,2022-07-30 20:00,14,Cloudy
Saturday,2022-07-30 21:00,14,Cloudy
Saturday,2022-07-30 22:00,14,Cloudy
Saturday,2022-07-30 23:00,15,Cloudy
Sunday,2022-07-31 0:00,14,Low clouds
Sunday,2022-07-31 1:00,9,Low clouds
Sunday,2022-07-31 2:00,10,Low clouds
Sunday,2022-07-31 3:00,9,Low clouds
Sunday,2022-07-31 4:00,9,Low clouds
Sunday,2022-07-31 5:00,12,Low clouds
Sunday,2022-07-31 6:00,17,Sunny
Sunday,2022-07-31 7:00,19,Sunny
Sunday,2022-07-31 8:00,19,Sunny
Sunday,2022-07-31 9:00,19,Sunny
Sunday,2022-07-31 10:00,20,Sunny
Sunday,2022-07-31 11:00,20,Sunny
Sunday,2022-07-31 12:00,20,Sunny
Sunday,2022-07-31 13:00,22,Sunny
Sunday,2022-07-31 14:00,21,Sunny
Sunday,2022-07-31 15:00,20,Sunny
Sunday,2022-07-31 16:00,20,Sunny
Sunday,2022-07-31 17:00,20,Sunny
Sunday,2022-07-31 18:00,20,Sunny
Sunday,2022-07-31 19:00,19,Sunny
Sunday,2022-07-31 20:00,12,Low clouds
Sunday,2022-07-31 21:00,9,Low clouds
Sunday,2022-07-31 22:00,9,Low clouds
Sunday,2022-07-31 23:00,9,Low clouds
Monday,2022-08-01 0:00,10,Clear
Monday,2022-08-01 1:00,10,Clear
Monday,2022-08-01 2:00,10,Clear
Monday,2022-08-01 3:00,10,Clear
Monday,2022-08-01 4:00,10,Clear
Monday,2022-08-01 5:00,10,Clear
Monday,2022-08-01 6:00,11,Sunny
Monday,2022-08-01 7:00,11,Sunny
Monday,2022-08-01 8:00,11,Sunny
Monday,2022-08-01 9:00,12,Sunny
Monday,2022-08-01 10:00,12,Sunny
Monday,2022-08-01 11:00,12,Sunny
Monday,2022-08-01 12:00,14,Sunny
Monday,2022-08-01 13:00,15,Sunny
Monday,2022-08-01 14:00,13,Sunny
Monday,2022-08-01 15:00,11,Sunny
Monday,2022-08-01 16:00,11,Sunny
Monday,2022-08-01 17:00,11,Sunny
Monday,2022-08-01 18:00,10,Low clouds
Monday,2022-08-01 19:00,10,Low clouds
Monday,2022-08-01 20:00,9,Low clouds
Monday,2022-08-01 21:00,8,Low clouds
Monday,2022-08-01 22:00,8,Low clouds
Monday,2022-08-01 23:00,7,Low clouds
Tuesday,2022-08-02 0:00,7,Low clouds
Tuesday,2022-08-02 1:00,7,Low clouds
Tuesday,2022-08-02 2:00,7,Low clouds
Tuesday,2022-08-02 3:00,6,Low clouds
Tuesday,2022-08-02 4:00,6,Low clouds
Tuesday,2022-08-02 5:00,6,Low clouds
Tuesday,2022-08-02 6:00,6,Low clouds
Tuesday,2022-08-02 7:00,5,Low clouds
Tuesday,2022-08-02 8:00,5,Low clouds
Tuesday,2022-08-02 9:00,5,Low clouds
Tuesday,2022-08-02 10:00,5,Low clouds
Tuesday,2022-08-02 11:00,5,Low clouds
Tuesday,2022-08-02 12:00,5,Low clouds
Tuesday,2022-08-02 13:00,7,Windy
Tuesday,2022-08-02 14:00,7,Windy
Tuesday,2022-08-02 15:00,7,Windy
Tuesday,2022-08-02 16:00,8,Windy
Tuesday,2022-08-02 17:00,8,Windy
Tuesday,2022-08-02 18:00,8,Clear
Tuesday,2022-08-02 19:00,8,Clear
Tuesday,2022-08-02 20:00,8,Clear
Tuesday,2022-08-02 21:00,10,Low clouds
Tuesday,2022-08-02 22:00,10,Low clouds
Tuesday,2022-08-02 23:00,10,Low clouds
Wednesday,2022-08-03 0:00,10,Low clouds
Wednesday,2022-08-03 1:00,10,Low clouds
Wednesday,2022-08-03 2:00,10,Low clouds
Wednesday,2022-08-03 3:00,11,Low clouds
Wednesday,2022-08-03 4:00,12,Low clouds
Wednesday,2022-08-03 5:00,13,Low clouds
Wednesday,2022-08-03 6:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 7:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 8:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 9:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 10:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 11:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 12:00,11,Rain and Thunderstorms
Wednesday,2022-08-03 13:00,13,Rain and Thunderstorms
Wednesday,2022-08-03 14:00,13,Rain and Thunderstorms
Wednesday,2022-08-03 15:00,13,Rain and Thunderstorms
Wednesday,2022-08-03 16:00,13,Rain and Thunderstorms
Wednesday,2022-08-03 17:00,13,Rain and Thunderstorms
Wednesday,2022-08-03 18:00,12,Rain and Thunderstorms
Wednesday,2022-08-03 19:00,12,Rain and Thunderstorms
Wednesday,2022-08-03 20:00,10,Rain and Thunderstorms
Wednesday,2022-08-03 21:00,10,Rain and Thunderstorms
Wednesday,2022-08-03 22:00,8,Clear
Wednesday,2022-08-03 23:00,8,Clear
Thursday,2022-08-04 0:00,10,Clear
Thursday,2022-08-04 1:00,10,Clear
Thursday,2022-08-04 2:00,10,Clear
Thursday,2022-08-04 3:00,10,Clear
Thursday,2022-08-04 4:00,10,Clear
Thursday,2022-08-04 5:00,10,Clear
Thursday,2022-08-04 6:00,13,Clear
Thursday,2022-08-04 7:00,13,Clear
Thursday,2022-08-04 8:00,13,Cloudy
Thursday,2022-08-04 9:00,15,Cloudy
Thursday,2022-08-04 10:00,16,Cloudy
Thursday,2022-08-04 11:00,17,Cloudy
Thursday,2022-08-04 12:00,18,Cloudy
Thursday,2022-08-04 13:00,22,Cloudy
Thursday,2022-08-04 14:00,22,Cloudy
Thursday,2022-08-04 15:00,22,Cloudy
Thursday,2022-08-04 16:00,22,Cloudy
Thursday,2022-08-04 17:00,21,Cloudy
Thursday,2022-08-04 18:00,20,Cloudy
Thursday,2022-08-04 19:00,15,Clear
Thursday,2022-08-04 20:00,15,Clear
Thursday,2022-08-04 21:00,15,Clear
Thursday,2022-08-04 22:00,15,Clear
Thursday,2022-08-04 23:00,15,Clear
Friday,2022-08-05 0:00,14,Low clouds
Friday,2022-08-05 1:00,9,Low clouds
Friday,2022-08-05 2:00,10,Low clouds
Friday,2022-08-05 3:00,9,Low clouds
Friday,2022-08-05 4:00,9,Low clouds
Friday,2022-08-05 5:00,12,Low clouds
Friday,2022-08-05 6:00,17,Sunny
Friday,2022-08-05 7:00,19,Sunny
Friday,2022-08-05 8:00,19,Sunny
Friday,2022-08-05 9:00,19,Sunny
Friday,2022-08-05 10:00,20,Sunny
Friday,2022-08-05 11:00,20,Sunny
Friday,2022-08-05 12:00,20,Sunny
Friday,2022-08-05 13:00,22,Sunny
Friday,2022-08-05 14:00,21,Sunny
Friday,2022-08-05 15:00,20,Sunny
Friday,2022-08-05 16:00,20,Sunny
Friday,2022-08-05 17:00,20,Sunny
Friday,2022-08-05 18:00,20,Sunny
Friday,2022-08-05 19:00,19,Sunny
Friday,2022-08-05 20:00,12,Low clouds
Friday,2022-08-05 21:00,9,Low clouds
Friday,2022-08-05 22:00,9,Low clouds
Friday,2022-08-05 23:00,9,Low clouds
Saturday,2022-08-06 0:00,9,Low clouds
Saturday,2022-08-06 1:00,9,Low clouds
Saturday,2022-08-06 2:00,9,Low clouds
Saturday,2022-08-06 3:00,9,Low clouds
Saturday,2022-08-06 4:00,9,Low clouds
Saturday,2022-08-06 5:00,10,Windy
Saturday,2022-08-06 6:00,11,Windy
Saturday,2022-08-06 7:00,12,Windy
Saturday,2022-08-06 8:00,13,Windy
Saturday,2022-08-06 9:00,14,Windy
Saturday,2022-08-06 10:00,15,Windy
Saturday,2022-08-06 11:00,15,Windy
Saturday,2022-08-06 12:00,15,Windy
Saturday,2022-08-06 13:00,16,Partly Sunny
Saturday,2022-08-06 14:00,16,Partly Sunny
Saturday,2022-08-06 15:00,16,Partly Sunny
Saturday,2022-08-06 16:00,16,Partly Sunny
Saturday,2022-08-06 17:00,16,Partly Sunny
Saturday,2022-08-06 18:00,14,Cloudy
Saturday,2022-08-06 19:00,14,Cloudy
Saturday,2022-08-06 20:00,14,Cloudy
Saturday,2022-08-06 21:00,14,Cloudy
Saturday,2022-08-06 22:00,14,Cloudy
Saturday,2022-08-06 23:00,15,Cloudy
Sunday,2022-08-07 0:00,14,Low clouds
Sunday,2022-08-07 1:00,9,Low clouds
Sunday,2022-08-07 2:00,10,Low clouds
Sunday,2022-08-07 3:00,9,Low clouds
Sunday,2022-08-07 4:00,9,Low clouds
Sunday,2022-08-07 5:00,12,Low clouds
Sunday,2022-08-07 6:00,17,Sunny
Sunday,2022-08-07 7:00,19,Sunny
Sunday,2022-08-07 8:00,19,Sunny
Sunday,2022-08-07 9:00,19,Sunny
Sunday,2022-08-07 10:00,20,Sunny
Sunday,2022-08-07 11:00,20,Sunny
Sunday,2022-08-07 12:00,20,Sunny
Sunday,2022-08-07 13:00,22,Sunny
Sunday,2022-08-07 14:00,21,Sunny
Sunday,2022-08-07 15:00,20,Sunny
Sunday,2022-08-07 16:00,20,Sunny
Sunday,2022-08-07 17:00,20,Sunny
Sunday,2022-08-07 18:00,20,Sunny
Sunday,2022-08-07 19:00,19,Sunny
Sunday,2022-08-07 20:00,12,Low clouds
Sunday,2022-08-07 21:00,9,Low clouds
Sunday,2022-08-07 22:00,9,Low clouds
Sunday,2022-08-07 23:00,9,Low clouds
Monday,2022-08-08 0:00,10,Clear
Monday,2022-08-08 1:00,10,Clear
Monday,2022-08-08 2:00,10,Clear
Monday,2022-08-08 3:00,10,Clear
Monday,2022-08-08 4:00,10,Clear
Monday,2022-08-08 5:00,10,Clear
Monday,2022-08-08 6:00,11,Sunny
Monday,2022-08-08 7:00,11,Sunny
Monday,2022-08-08 8:00,11,Sunny
Monday,2022-08-08 9:00,12,Sunny
Monday,2022-08-08 10:00,12,Sunny
Monday,2022-08-08 11:00,12,Sunny
Monday,2022-08-08 12:00,14,Sunny
Monday,2022-08-08 13:00,15,Sunny
Monday,2022-08-08 14:00,13,Sunny
Monday,2022-08-08 15:00,11,Sunny
Monday,2022-08-08 16:00,11,Sunny
Monday,2022-08-08 17:00,11,Sunny
Monday,2022-08-08 18:00,10,Low clouds
Monday,2022-08-08 19:00,10,Low clouds
Monday,2022-08-08 20:00,9,Low clouds
Monday,2022-08-08 21:00,8,Low clouds
Monday,2022-08-08 22:00,8,Low clouds
Monday,2022-08-08 23:00,7,Low clouds
Tuesday,2022-08-09 0:00,7,Low clouds
Tuesday,2022-08-09 1:00,7,Low clouds
Tuesday,2022-08-09 2:00,7,Low clouds
Tuesday,2022-08-09 3:00,6,Low clouds
Tuesday,2022-08-09 4:00,6,Low clouds
Tuesday,2022-08-09 5:00,6,Low clouds
Tuesday,2022-08-09 6:00,6,Low clouds
Tuesday,2022-08-09 7:00,5,Low clouds
Tuesday,2022-08-09 8:00,5,Low clouds
Tuesday,2022-08-09 9:00,5,Low clouds
Tuesday,2022-08-09 10:00,5,Low clouds
Tuesday,2022-08-09 11:00,5,Low clouds
Tuesday,2022-08-09 12:00,5,Low clouds
Tuesday,2022-08-09 13:00,7,Windy
Tuesday,2022-08-09 14:00,7,Windy
Tuesday,2022-08-09 15:00,7,Windy
Tuesday,2022-08-09 16:00,8,Windy
Tuesday,2022-08-09 17:00,8,Windy
Tuesday,2022-08-09 18:00,8,Clear
Tuesday,2022-08-09 19:00,8,Clear
Tuesday,2022-08-09 20:00,8,Clear
Tuesday,2022-08-09 21:00,10,Low clouds
Tuesday,2022-08-09 22:00,10,Low clouds
Tuesday,2022-08-09 23:00,10,Low clouds
Wednesday,2022-08-10 0:00,10,Low clouds
Wednesday,2022-08-10 1:00,10,Low clouds
Wednesday,2022-08-10 2:00,10,Low clouds
Wednesday,2022-08-10 3:00,11,Low clouds
Wednesday,2022-08-10 4:00,12,Low clouds
Wednesday,2022-08-10 5:00,13,Low clouds
Wednesday,2022-08-10 6:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 7:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 8:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 9:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 10:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 11:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 12:00,11,Rain and Thunderstorms
Wednesday,2022-08-10 13:00,13,Rain and Thunderstorms
Wednesday,2022-08-10 14:00,13,Rain and Thunderstorms
Wednesday,2022-08-10 15:00,13,Rain and Thunderstorms
Wednesday,2022-08-10 16:00,13,Rain and Thunderstorms
Wednesday,2022-08-10 17:00,13,Rain and Thunderstorms
Wednesday,2022-08-10 18:00,12,Rain and Thunderstorms
Wednesday,2022-08-10 19:00,12,Rain and Thunderstorms
Wednesday,2022-08-10 20:00,10,Rain and Thunderstorms
Wednesday,2022-08-10 21:00,10,Rain and Thunderstorms
Wednesday,2022-08-10 22:00,8,Clear
Wednesday,2022-08-10 23:00,8,Clear
Thursday,2022-08-11 0:00,10,Clear
Thursday,2022-08-11 1:00,10,Clear
Thursday,2022-08-11 2:00,10,Clear
Thursday,2022-08-11 3:00,10,Clear
Thursday,2022-08-11 4:00,10,Clear
Thursday,2022-08-11 5:00,10,Clear
Thursday,2022-08-11 6:00,13,Clear
Thursday,2022-08-11 7:00,13,Clear
Thursday,2022-08-11 8:00,13,Cloudy
Thursday,2022-08-11 9:00,15,Cloudy
Thursday,2022-08-11 10:00,16,Cloudy
Thursday,2022-08-11 11:00,17,Cloudy
Thursday,2022-08-11 12:00,18,Cloudy
Thursday,2022-08-11 13:00,22,Cloudy
Thursday,2022-08-11 14:00,22,Cloudy
Thursday,2022-08-11 15:00,22,Cloudy
Thursday,2022-08-11 16:00,22,Cloudy
Thursday,2022-08-11 17:00,21,Cloudy
Thursday,2022-08-11 18:00,20,Cloudy
Thursday,2022-08-11 19:00,15,Clear
Thursday,2022-08-11 20:00,15,Clear
Thursday,2022-08-11 21:00,15,Clear
Thursday,2022-08-11 22:00,15,Clear
Thursday,2022-08-11 23:00,15,Clear
Friday,2022-08-12 0:00,14,Low clouds
Friday,2022-08-12 1:00,9,Low clouds
Friday,2022-08-12 2:00,10,Low clouds
Friday,2022-08-12 3:00,9,Low clouds
Friday,2022-08-12 4:00,9,Low clouds
Friday,2022-08-12 5:00,12,Low clouds
Friday,2022-08-12 6:00,17,Sunny
Friday,2022-08-12 7:00,19,Sunny
Friday,2022-08-12 8:00,19,Sunny
Friday,2022-08-12 9:00,19,Sunny
Friday,2022-08-12 10:00,20,Sunny
Friday,2022-08-12 11:00,20,Sunny
Friday,2022-08-12 12:00,20,Sunny
Friday,2022-08-12 13:00,22,Sunny
Friday,2022-08-12 14:00,21,Sunny
Friday,2022-08-12 15:00,20,Sunny
Friday,2022-08-12 16:00,20,Sunny
Friday,2022-08-12 17:00,20,Sunny
Friday,2022-08-12 18:00,20,Sunny
Friday,2022-08-12 19:00,19,Sunny
Friday,2022-08-12 20:00,12,Low clouds
Friday,2022-08-12 21:00,9,Low clouds
Friday,2022-08-12 22:00,9,Low clouds
Friday,2022-08-12 23:00,9,Low clouds
Saturday,2022-08-13 0:00,9,Low clouds
Saturday,2022-08-13 1:00,9,Low clouds
Saturday,2022-08-13 2:00,9,Low clouds
Saturday,2022-08-13 3:00,9,Low clouds
Saturday,2022-08-13 4:00,9,Low clouds
Saturday,2022-08-13 5:00,10,Windy
Saturday,2022-08-13 6:00,11,Windy
Saturday,2022-08-13 7:00,12,Windy
Saturday,2022-08-13 8:00,13,Windy
Saturday,2022-08-13 9:00,14,Windy
Saturday,2022-08-13 10:00,15,Windy
Saturday,2022-08-13 11:00,15,Windy
